CCSUID,Centroid_X,Centroid_Y
3547008,7381938.457942461,1151052.867406657
3547020,7340851.22014602,1145958.35425316
3547030,7315317.4614616595,1162835.3363106726
3547033,7325943.593844427,1177512.0716088112
3547035,7357755.981856813,1166571.9799823875
3547043,7378983.496414983,1176177.2779824398
3547046,7395515.113665647,1181164.2106107424
3547056,7375448.987114459,1200658.6584624292
3547070,7350956.153738153,1183354.4690996232
3547075,7343988.276616219,1197223.0887110718
3547090,7297945.998722225,1223210.5257900052
3548027,7188241.891858202,1220776.710635435
3548031,7184511.036950597,1202745.4518425593
3548055,7115051.065920322,1224300.8886320223
3548091,7251070.609660857,1187656.6978925802
3548094,7140661.363788925,1265914.9209981756
3549003,7155958.543252176,1107191.4313299386
3549019,7191440.804696805,1142502.7145803722
3549024,7172378.912601515,1140992.3296988893
3549039,7127462.283226569,1127855.2290520363
3549043,7150502.671288346,1133329.6770711571
3549046,7176443.516783015,1160550.6818410642
3549054,7179449.691553956,1173798.230144752
3549060,7174488.292054758,1194859.978951293
3549066,7166880.574103797,1208382.2576579822
3549071,7159074.666578772,1193968.9719741105
3549096,7118770.780248676,1169319.3372498746
3551017,6953781.008001731,1127500.12406871
3551027,6944220.569719403,1136223.3320191507
3552013,6931514.113699021,1316350.9978434832
3552023,6965239.211127358,1179933.2380846282
3553005,7033665.885461887,1230871.380163344
3554014,7124837.404673529,1354564.280165872
3554020,7117220.509007926,1348774.4995774766
3554021,7106627.400566969,1351968.1262774433
3554026,7109579.685409297,1362345.1823323534
3554029,7123312.29437975,1365095.732971311
3554034,7116708.790942427,1373702.9752561967
3554036,7103192.050854127,1370860.4717520287
3554044,7091608.127909013,1378738.189936896
3554049,7095055.452134725,1385079.5984834952
3554058,7111364.801872452,1421961.3821240868
3554091,7100941.37553557,1429873.2341898805
3554094,7056349.582151004,1371831.8934861375
3556027,6980453.268752132,1437276.8809215478
3556092,6863549.470349285,1623007.64713483
3557001,6819709.443314586,1152358.946364164
3557008,6810491.811361623,1160761.9671482057
3557011,6807467.930222044,1173898.5159455594
3557016,6818560.8821758395,1174202.3748959685
3557019,6830656.592429516,1174394.305048781
3557035,6861128.932547225,1169418.4881817973
3557051,6812141.427798992,1185716.706931506
3557061,6776328.197685952,1189494.3328380943
3557095,6796831.473324283,1348458.6839987359
3558001,6377784.71773396,1341177.6972097417
3558004,6389615.703371308,1369021.1375359788
3558011,6375110.002436536,1365363.7835268283
3558016,6361384.329543997,1368340.9027504304
3558090,6450451.462664847,1521615.9064069726
3559011,6077716.844354611,1385386.0685382579
3559016,6068220.445069446,1389579.7070557596
3559019,6059039.449710415,1390877.7088461684
3559024,6044975.673975898,1406806.5600748053
3559031,6030640.518100063,1412314.683214648
3559040,6005194.052910469,1408246.9345826805
3559047,6013075.295338589,1445465.1937120585
3559090,6175062.313730722,1395245.6081468347
3560090,6380942.301570866,1867838.5482832324
4601035,5861295.6438962845,1456212.5530159886
4601039,5905844.907358203,1459551.7053205012
4601043,5905610.5597545225,1516651.366717069
4601046,5907953.746341716,1545164.6705440388
4601071,5903419.794359552,1599942.5724811477
4601094,5946247.510795377,1519439.2902019983
4602032,5826634.507879824,1486957.1403437497
4602041,5843569.7079850035,1495822.5860955073
4602053,5863729.839440309,1485674.5950780974
4602057,5863141.557835139,1511199.3106954459
4602075,5824038.402507346,1517107.6581266092
4603030,5802920.1666079005,1467092.8088057975
4603041,5779754.547681837,1461918.3805301872
4603047,5748478.657081695,1465848.9690991214
4603062,5762920.131272415,1489164.461098307
4603072,5753508.334638117,1510270.5410853089
4604034,5717490.869251589,1473568.5568459947
4604040,5690287.230234877,1474151.0878102218
4604057,5669574.937709724,1499857.5137328727
4604064,5702708.841599554,1505210.475006822
4605025,5631971.916808253,1480631.6005068105
4606016,5568256.562243467,1546668.8075217314
4606023,5534233.159728453,1551542.5604363536
4607057,5599455.396760512,1557309.337137613
4607071,5629186.745529176,1563330.3577171352
4608042,5692309.506197624,1530645.9868048546
4608046,5702672.768081767,1559607.1894381053
4609018,5754218.250017433,1529573.4018867577
4609024,5746120.048705041,1562609.1346652107
4610035,5797587.204367708,1520907.4798021365
4610043,5782257.4593020445,1547377.5086572382
4611040,5821288.41221931,1540642.4459673506
4611042,5804648.820419279,1542513.541815886
4612047,5854307.814152949,1542902.8020565703
4612054,5869312.051307049,1566348.5841765737
4613037,5827911.064061627,1555859.774704607
4613056,5857580.576676408,1582420.6594480034
4614015,5804532.296959473,1557846.8704435844
4614031,5784939.654046683,1582630.833038024
4614036,5815984.354078539,1587973.1707174762
4615037,5579016.1964791,1604579.27896364
4615078,5659113.161992681,1620955.2466719388
4616005,5577323.37933958,1662711.4297431898
4617026,5698320.797019467,1676751.2337774998
4617035,5670963.610989942,1655152.4509822824
4617041,5672800.38318153,1682077.0298645408
4617048,5633179.985465701,1709062.420349781
4617054,5606784.184041086,1707747.6635555532
4617058,5582897.892396556,1710755.5700821998
4617064,5608730.56700828,1749988.1480918252
4617072,5641845.2563267965,1753944.8013803286
4617075,5661055.691894928,1708302.5662452101
4617092,5621065.87251941,1667534.454906195
4618031,5836503.334441009,1627644.9148978328
4618037,5808506.150677524,1632292.4225919624
4618040,5781694.559655853,1607096.475173674
4618044,5771864.303195389,1632716.031746352
4618060,5749156.337924334,1715084.995801468
4618068,5797743.7316183215,1676785.9964379654
4618091,5869277.281160985,1685640.4775030199
4618093,5740416.649802827,1630219.406640832
4619045,5824214.456181334,1794386.0153465176
4620032,5617483.136756873,1789569.4717986546
4620055,5573806.232998243,1868200.2759171263
4620066,5575609.546106758,1770354.0213007105
4621078,5671488.4500222895,2036591.2251309678
4622046,5930301.249424313,2076829.7507257892
4623062,5916589.451009419,2383344.914746724
4701001,5499538.178333592,1496987.3799355857
4701006,5476667.45288098,1500141.020099406
4701011,5448973.668245503,1504606.9998227975
4701016,5419963.482742149,1509479.2245097978
4701022,5391163.787641266,1514547.1945878211
4701027,5395981.19608323,1543160.742534205
4701031,5424802.427153831,1538155.0496587905
4701036,5453661.405909293,1533315.6213466665
4701039,5480490.512981613,1529780.4474361232
4701043,5502494.988033659,1526462.2345663814
4701047,5493091.607619249,1552751.6580102488
4701053,5458253.067979331,1562542.8522999645
4701058,5429651.572687284,1566337.6571573666
4701063,5400545.454430814,1571884.5541760696
4701069,5405286.276423505,1600604.0965368527
4701072,5433671.618409957,1595090.9854738358
4701076,5463091.062478011,1591192.5346546413
4701091,5487348.269115705,1582843.4418896828
4701094,5507729.846703577,1580347.593810692
4702001,5362444.269901714,1519694.9265317782
4702006,5333656.2081134,1525064.8628960156
4702011,5304898.823326018,1530669.8303234295
4702014,5276171.84413134,1536371.2967169976
4702018,5247488.6117876405,1542296.6059021584
4702024,5247243.300674929,1570203.1960961125
4702026,5281080.053233882,1565009.4993340848
4702029,5309755.57737078,1559297.8952085092
4702033,5338442.941406,1553714.9628709268
4702037,5367203.191560329,1548344.1783790323
4702042,5371737.768016091,1577081.594753439
4702044,5342955.627618564,1582468.8820008105
4702051,5314206.695857292,1588036.7519220388
4702052,5285499.709123651,1593783.5397872205
4702057,5256835.524809931,1599736.8618230212
4702061,5261757.877664132,1628426.7437583948
4702066,5290388.14597762,1622487.099861878
4702069,5319056.668115628,1616741.5891940077
4702073,5347772.00220022,1611181.761616121
4702076,5376516.708583423,1605797.2392857934
4703001,5218848.840888883,1548391.8603198745
4703006,5190825.798076132,1553954.2375841236
4703011,5162075.684113606,1570641.7997476244
4703016,5083895.13047411,1609779.3780999011
4703018,5109034.759561396,1588606.603178711
4703022,5136362.874852202,1584866.1899261838
4703026,5201910.78119451,1580812.1080759773
4703029,5228226.890621085,1600080.0495267792
4703034,5201896.436508151,1611663.4412957781
4703038,5175105.872833274,1614177.7620917684
4703042,5147275.015686231,1624283.890612969
4703048,5118798.825770365,1631106.775518642
4703054,5090349.7631480275,1638112.8895313845
4703059,5096877.635850303,1666463.4619095044
4703064,5125269.588611797,1659458.2844406469
4703068,5153723.339000182,1652640.9868636732
4703074,5182181.189747792,1646022.1010876996
4703093,5207106.118722714,1640569.405039231
4703096,5232449.794177875,1634251.8361333231
4704006,5020571.648549152,1595957.280508663
4704011,4978145.824455437,1607350.706394577
4704019,4928276.979335964,1637122.767065941
4704024,4985092.461661511,1642634.399315408
4704028,5061934.6746396255,1645303.8789582043
4704034,5031472.656949317,1643244.6646761014
4704038,5005269.938799768,1660217.7235737734
4704045,4940334.704907028,1695471.0516883708
4704050,4986054.361541047,1705656.7644916547
4704054,5011962.068117585,1688535.234602658
4704058,5038143.478635429,1671522.0127050509
4705001,5511168.432039671,1614527.0308550438
4705007,5491809.711423081,1616980.224517924
4705011,5467549.224762654,1619454.8572845503
4705014,5438772.657035157,1624279.7393512374
4705018,5410015.041417189,1629286.7219952736
4705027,5405314.778461693,1658520.3986345457
4705028,5436569.127055425,1655306.2291569598
4705033,5470827.7507220935,1646675.3642276041
4705037,5503917.731256556,1640756.1248219172
4705041,5508008.61196419,1659534.3205712608
4705047,5509582.133668191,1679029.0707606717
4705051,5476429.2630294375,1675761.1483155214
4705057,5448985.960499708,1682736.9566647194
4705063,5417815.835273266,1688066.6371405197
4705067,5423719.5921406625,1717777.7883142969
4705073,5452890.368310644,1712859.4951973325
4705077,5481758.080806535,1707958.7686406765
4705093,5512651.5484913355,1703057.9516989214
4706001,5380967.886258301,1638097.7248463125
4706004,5353351.694184965,1644624.25375515
4706011,5325199.837853547,1647126.711561572
4706013,5295312.096468798,1651155.2579985615
4706016,5266725.134074554,1657082.321448544
4706021,5271722.898836635,1685680.7716399876
4706026,5300256.902231226,1679751.241312393
4706029,5326418.856684552,1687825.278335421
4706034,5348992.350204616,1681145.2279693626
4706038,5376754.583243638,1673602.6078607137
4706042,5392056.069097349,1693454.8672482076
4706048,5360316.300761862,1702997.3383896651
4706053,5299594.162752913,1706315.339983231
4706059,5263942.221142265,1718309.531905329
4706063,5263231.198201183,1745796.8268563908
4706070,5310897.206216149,1733680.0941226128
4706071,5290456.245941311,1742705.8336521038
4706091,5337465.69341559,1729849.0380882868
4706096,5366401.733888272,1725910.1800842874
4706099,5395094.442326267,1722904.963333081
4707001,5238187.287802,1663192.2059868437
4707004,5213324.553751384,1668356.545388812
4707006,5188606.032280313,1674342.1151384234
4707011,5159395.117154222,1680431.7710350405
4707014,5131779.110903019,1687768.634193318
4707018,5103437.290030905,1694762.9126391797
4707021,5111003.469681265,1729477.3998144215
4707024,5139473.2741057025,1724635.1746446947
4707029,5166986.907586504,1708211.1168458422
4707032,5195042.640018272,1702621.1210595975
4707036,5219111.255264104,1697114.296044639
4707038,5243221.654294763,1691791.021517064
4707042,5230551.3805222,1721116.645769743
4707047,5201420.704923448,1730911.337311527
4707053,5169809.514222629,1739146.541592698
4707058,5145736.99083721,1765168.7270140538
4707063,5114606.71778339,1767453.7727291984
4707066,5127325.889594107,1798298.778707034
4707071,5177197.997069396,1764556.8283886143
4707076,5207815.102118596,1759165.709004197
4707091,5235380.289746745,1749907.6360585887
4708001,5076185.170765693,1706641.3278995454
4708006,5045741.305937357,1704558.4701280587
4708009,5018675.742783011,1716815.8120239228
4708016,4962401.817847072,1732434.950539411
4708021,4942757.7863539485,1757721.8934444545
4708024,4976220.197749784,1758672.7997738495
4708028,5018356.997634769,1746967.1642406965
4708031,5054258.289588782,1746871.0209610031
4708038,5082950.496593474,1739990.9118655594
4708042,5074071.778180381,1782440.0712367748
4708046,5032795.578008357,1779936.011831713
4708053,5005978.4228006005,1790925.1007050425
4708056,4977452.4987854725,1796143.7376097783
4708061,4954213.725044204,1801219.3491716965
4708065,4979005.954701757,1840081.3783041087
4708071,5015763.981724919,1833260.698022469
4708074,5047695.825380046,1822397.3304527912
4708092,5093386.147862834,1813594.7033817577
4709001,5515061.432875863,1731040.730038325
4709006,5486447.0726235155,1736914.239099234
4709011,5457604.690580003,1741726.602188877
4709019,5428754.705952444,1746748.6377081051
4709023,5433491.386847768,1775599.0424636556
4709029,5462306.2609283,1770618.871978364
4709033,5491103.1809808705,1765718.513855228
4709037,5521044.685476792,1759226.6446009856
4709042,5524372.128911779,1788250.430093227
4709046,5495448.753419899,1792695.4700773358
4709049,5466766.136042073,1797466.8938432424
4709054,5438136.39300746,1802464.777366509
4709060,5444171.761770384,1838662.2667349956
4709062,5472722.646271638,1833644.9209112083
4709067,5501313.341735778,1828861.8694098694
4709075,5529091.474470192,1824015.672343858
4710003,5400009.849442031,1751995.89209905
4710008,5370956.788524327,1756256.9278032538
4710014,5342889.053634892,1760113.7388258108
4710024,5327886.879232178,1785410.304741447
4710031,5376086.013026944,1786226.188147227
4710036,5405912.545339412,1790715.5383375213
4710041,5380945.397474278,1813025.5693486964
4710046,5351583.239476849,1812887.0537790938
4710052,5324315.763609419,1822848.7517726999
4710056,5328535.579425566,1851080.5724298107
4710061,5356963.267182563,1845354.1538447815
4710066,5385477.886770976,1839795.844568497
4710071,5414320.107781309,1831224.9843641685
4711003,5293819.347605016,1769538.8062405766
4711006,5265508.351918739,1776263.9655970787
4711011,5240514.131393192,1781111.9069497646
4711016,5214241.736127333,1787362.1826787603
4711018,5187725.197519625,1798763.2321429627
4711026,5177408.670946055,1829332.804491
4711031,5204396.498640584,1827204.3530752186
4711034,5232078.39084374,1812904.9542275674
4711039,5262429.6167905135,1806126.4428264678
4711042,5290806.88867052,1800006.1856176327
4711046,5295321.878487988,1828553.5760332474
4711052,5256942.487542199,1834592.217128216
4711059,5231689.858750135,1842577.0307041293
4711061,5206988.428917653,1856961.6164159514
4711065,5200544.206071201,1904076.5396650094
4711066,5208466.17979323,1892531.7930385638
4711069,5233388.881084689,1871824.822220354
4711076,5257308.460798043,1866021.5400351505
4711091,5275550.827978907,1854395.4446193504
4711096,5300213.886834331,1857041.2669585568
4712001,5079668.522983366,1850323.5085994385
4712004,5107775.663406947,1842998.3561418948
4712011,5130059.3676238125,1832336.6804878735
4712020,5152520.18717047,1825306.5085620824
4712026,5172384.380161891,1858139.1747974574
4712029,5142134.226085748,1864019.1610352227
4712034,5113958.793294405,1871183.1870733348
4712038,5085813.078313784,1878539.3291878798
4712042,5113642.565645804,1904239.6835851362
4712050,5148698.790722985,1892135.0006141304
4712054,5177821.806631818,1884299.0204873732
4712064,5153846.6033642795,1921306.9066862625
4712069,5130621.23166038,1938395.6569198486
4712072,5103833.361783979,1932713.7603023963
4712078,5106858.074156865,1981181.7996855834
4713006,5028301.271193935,1864325.1234666163
4713011,4979627.048418156,1878099.8324722918
4713016,4986659.177323846,1906054.2315289997
4713019,5006340.904857724,1900427.6354114038
4713024,5029685.901270791,1893834.8280419507
4713028,5057724.252855711,1886097.4762350433
4713032,5075617.582610182,1911456.252890496
4713038,5052197.455604504,1917160.630137355
4713041,5027118.051042678,1924512.931996522
4713046,4998754.637317269,1932394.1225541276
4713049,5006229.126134237,1960248.4462240313
4713056,5033869.7652693475,1952572.0520155386
4713059,5058838.543224246,1945885.0765677546
4713064,5081994.439091043,1938946.73834011
4713068,5085075.3931607595,1966301.74655396
4713072,5049895.444702286,1977968.4994773162
4713076,5018311.537688422,1986948.4147522633
4713079,5025310.028178766,2020334.7670199675
4713092,5048123.156880638,2011835.5994753195
4713096,5073410.78318821,2000848.5824361404
4714001,5511864.954924121,1930431.9645641835
4714006,5457083.574630166,1895732.0137335635
4714021,5418240.816506866,1866350.1347684977
4714023,5390172.771001909,1868347.8683538751
4714026,5361769.4366757,1873776.6300909303
4714034,5394986.81582313,1896555.4545738497
4714035,5366642.15666451,1902139.2465208475
4714038,5428331.194597559,1912078.0391218509
4714043,5399552.415040555,1924991.0687129614
4714047,5371044.083665943,1930607.8639739272
4714053,5375959.462727361,1958938.595600198
4714056,5404355.58207084,1953367.0438407338
4714059,5442257.964142139,1946298.3199590629
4714067,5451073.827324758,1985807.4122657399
4714072,5403811.595908004,1979005.142717083
4714077,5383009.05247786,2011709.5874882445
4715001,5333405.36148289,1879528.899640163
4715007,5305109.478893242,1885467.0475924804
4715011,5276813.122876138,1891596.4092454978
4715014,5254354.452740743,1900957.220693281
4715018,5237132.277122864,1905093.919180947
4715026,5213617.520679615,1939363.106610007
4715031,5236672.026641958,1939641.3347690762
4715036,5265648.352371847,1930398.7879424396
4715039,5285159.304593041,1922497.2742382835
4715044,5310908.789876018,1913258.3637685936
4715048,5339203.30309583,1908105.6320837487
4715051,5342267.827481033,1936662.7191529295
4715054,5314676.056670607,1943113.8827434564
4715057,5280102.911499026,1952479.8103041155
4715061,5255833.628194745,1971675.6751729986
4715064,5297210.790229409,1981442.7298718009
4715067,5309105.790548795,1967525.3105122936
4715071,5343829.921344235,1966767.6913584792
4715079,5324471.407451779,2002065.1308703825
4715094,5293566.872205268,2006213.2512319016
4715099,5316466.652739076,2044167.227146102
4716005,5151010.849144502,1955040.6472656108
4716008,5181391.474640703,1936989.1700986188
4716013,5212789.018703574,1965098.3085956
4716018,5185483.243710412,1967608.2833799247
4716023,5158521.332623189,1978775.4917324653
4716028,5130020.457067677,1987560.847632511
4716033,5146525.693687975,2011356.269321054
4716038,5179127.439920174,2003316.9022974588
4716041,5222875.4928254625,1992727.2285945164
4716046,5265081.171160533,2016402.2516648197
4716051,5231640.727260448,2035284.9483769394
4716056,5189301.324658215,2044870.509537832
4716062,5154020.294291142,2047385.1280339553
4716075,5248477.551725034,2085344.948855418
4717001,5118698.302350075,2018868.359908956
4717008,5095781.004581148,2035738.4944189605
4717013,5079879.146574494,2024531.4005205315
4717017,5064438.539356104,2050245.536884598
4717022,5032588.866499385,2050016.0841735033
4717028,5042072.164647674,2081142.5345887651
4717032,5067547.039678921,2095691.2388587012
4717045,5102777.827478202,2077982.5107032924
4717047,5127237.717673703,2057431.483919646
4717054,5156308.216050231,2129448.9652793393
4717056,5086854.126946949,2133483.6878808634
4717062,5083957.148312195,2175226.7374528935
4718090,5376498.506550348,2393209.436749694
4801003,4882773.72007623,1736196.7023551094
4801008,4825686.702376058,1692421.8994811748
4802001,4752820.675789091,1691294.3209276504
4802011,4728266.638407042,1766626.500355591
4802021,4778802.0153740775,1759316.9335777278
4803001,4683195.513808179,1714950.0667486154
4803011,4627342.238054776,1753581.3125049218
4803018,4674641.471678729,1801247.9806776692
4804004,4863447.239542318,1889507.4825859156
4804012,4920134.418086386,1874186.926871259
4804020,4939118.575015809,1942817.172008548
4805001,4737845.105730893,1837707.0902174346
4805012,4759668.983770067,1903658.2965509468
4805031,4807068.653593602,1952847.6186985315
4805041,4761107.283148522,1968232.0017448175
4806014,4690953.189720522,1939917.415244496
4806016,4686440.824355909,1921125.0421639406
4806028,4697312.833790109,1993934.5589970048
4807001,4956873.014954151,1989227.6585311464
4807011,4880716.315387378,1991637.2315855636
4807019,4825416.816884197,2010900.4571245697
4807031,4889785.137753733,2043833.8217734685
4807049,4964655.882261461,2035886.1558850505
4808001,4743557.970533303,2026834.4731536533
4808022,4759922.288807501,2059222.07999086
4808038,4758886.737760601,2091253.6185777555
4809002,4633343.805905231,2091560.721452286
4810001,4838053.189849259,2087274.510384234
4810016,4886715.5849710535,2106012.2259943285
4810026,4928355.429074662,2113485.455413273
4810036,4998578.8819994135,2088645.844982931
4810048,4940554.525051775,2145901.900855861
4810058,4880694.51706721,2170593.2741375407
4811001,4765132.729756405,2118634.3760617315
4811012,4783853.299607888,2143566.5623085215
4811032,4699642.325592695,2164947.386345146
4811034,4758371.032654782,2181995.870664631
4811052,4840210.303831034,2162713.8111263267
4811059,4822379.726486051,2198448.7695512045
4811061,4813690.105382712,2165851.8439626684
4812004,5019054.828942524,2198000.528208951
4812014,4976496.503619507,2169280.906720779
4812022,4917181.70271834,2211289.068635232
4813018,4775839.960273604,2253370.0729437293
4813028,4819561.429931542,2250778.1834832313
4813029,4730212.627668217,2291298.7192399832
4813044,4892524.579800771,2289338.5074419426
4814003,4591434.569181256,2248442.3991186772
4815015,4633633.697302421,1979256.5948401894
4815037,4512637.709077939,2205627.1888888995
4815045,4597784.365430924,1943527.4842114083
4816037,5080898.323059506,2541962.3479624856
4816051,5042928.509076483,2730552.8398422045
4817026,4780799.297453702,2540132.985440752
4817062,4624614.772997241,2625086.362526325
4817076,4698570.801787527,2668325.4369488955
4817095,4827489.6449412685,2773765.0560477767
4818015,4581368.5442075115,2381795.24269165
4819041,4678134.181017747,2467678.7955278032
4819049,4635384.015722147,2498804.3915476417
4819054,4598751.196951041,2516628.799532902
4819059,4564222.039691141,2541861.234604487
4819066,4626969.810367564,2536412.599476055
4819071,4669099.673758086,2528737.4649502626
5901017,4586685.865398601,1799567.7498442337
5901019,4539546.317589456,1760128.1903085522
5901035,4524170.179616508,1801588.5074977663
5901037,4505466.742253202,1844420.1806758977
5901046,4543639.015548257,1891129.9366834268
5901048,4538804.627836427,1951491.081173915
5903010,4442362.314717052,1828359.3806881816
5903013,4464734.757589181,1791905.6038806718
5903017,4429936.775035205,1791721.8647043428
5903039,4467133.452372169,1925372.0385445296
5903041,4419039.417480139,1849158.5727694212
5903047,4400005.608625918,1814650.8967999918
5903052,4409760.1832526475,1889812.2104449153
5903058,4364185.27878119,1858238.6185543102
5903060,4395791.1717231255,1934677.8648946914
5907022,4246669.305991471,1865813.6346967889
5907026,4228402.643740619,1876574.2886195756
5907028,4252085.4308750285,1879377.3344091638
5907047,4255300.255221125,1903102.069335621
5907049,4269473.083036692,1925654.1195719906
5907051,4246662.754786809,1934117.1537340062
5907053,4214301.590331465,1903253.1220598014
5907055,4193075.238711635,1941535.0022633274
5909016,4126353.85546204,1996595.629759963
5909034,4108563.358250341,1956570.7319737293
5909036,4098632.1283188025,1941467.8206816975
5909052,4061651.6581987827,1957966.4590028955
5909060,4073792.333395206,2009819.6559606865
5909062,4076539.8960748427,1961944.0768631257
5915001,4044188.6303350036,1970235.7647492453
5915004,4031691.4551105862,1979376.8717620242
5915011,4016005.3769478276,1985508.3138112517
5915015,4013549.0742514995,1995275.3071944583
5915022,4017785.6268298305,2003626.4635736486
5915025,4027066.4697795664,1997568.653861659
5915070,4047594.5090254718,1990688.7631570965
5915075,4056592.476469964,1984724.00728639
5917005,3965239.9018354006,1956786.193258759
5917015,3962419.2325054323,1949064.2876841628
5917021,3959740.216050351,1937713.3732878852
5919008,3954840.925562052,1982029.0985871118
5919015,3950400.7214601277,2006915.9546958169
5919033,3915581.849391794,2002808.0590022258
5919046,3948544.209781307,1964898.4327707621
5921007,3961754.7488714363,2022322.5554045718
5921016,3936098.48811994,2032395.887262121
5921030,3949549.2864396935,2042306.6229343405
5921032,3933044.1947044814,2053869.8107470563
5921034,3940269.6882491265,2056428.5329647693
5921036,3921330.707059888,2072194.672799097
5923033,3909650.7657173024,2076062.0986951108
5923035,3863125.0357392826,2097922.535828976
5923039,3911967.3977842405,2055168.7315549208
5923047,3887442.381665624,2035875.428319147
5924042,3859899.5830189954,2182193.2426863736
5924054,3983141.0973977125,2213166.6458465937
5926021,3917982.985758195,2094582.320805342
5926022,3925759.1566769364,2113980.0371541297
5926024,3907536.8457357637,2124733.1536754123
5929018,4007961.112321956,2083441.7015726608
5931017,4067636.5392604563,2102762.022371954
5931034,4133790.91655772,2136883.1642845115
5933032,4211078.221996186,2153184.9489048165
5933037,4181862.07929722,2069047.23628901
5933039,4249048.130839593,2079194.850201257
5933068,4357646.667183617,2189468.893410151
5933070,4401699.361828926,2168893.4980784734
5933072,4327060.531527494,2105188.364159849
5935012,4300466.730753646,1947301.761541853
5937017,4312019.10699838,1988329.7393735216
5937022,4335646.502865624,1959370.6486432957
5937023,4369669.279240217,1962362.5417034968
5937024,4327020.975552589,1998311.0228530662
5937041,4365767.701499134,2007825.8728676136
5939011,4498389.362003922,2061211.1092647894
5939037,4342168.048913729,2041412.260547054
5939039,4321431.645539943,2017759.082629976
5939043,4426411.738147209,2051975.8670735874
5939044,4370952.213115054,2071445.5445482687
5941010,4234526.644766234,2278087.199596286
5941012,4211324.705438076,2223525.861192081
5941014,4299663.795207095,2259541.169017933
5941015,4243424.725847562,2199882.8985509947
5941016,4300188.278843655,2187657.0988982776
5941017,4271950.565547784,2160855.1113319267
5941019,4245228.386161862,2321739.7541325693
5941021,4248537.77168038,2370591.2800429105
5941026,4310040.899677884,2333410.561945536
5941027,4182099.4982503764,2385920.3665391942
5941039,4071791.984785225,2335811.9643021105
5941041,4157457.4173779143,2258049.919005303
5943031,3895619.514947316,2283751.8899567155
5945006,3941893.9811912766,2414695.68000188
5949013,3952873.5100110294,2619206.5323080462
5949028,4069469.0278812908,2949634.5111064445
5951015,4222386.987865829,2638229.269867389
5951017,4158012.1831309423,2504619.598728916
5951019,4207094.728841685,2474953.0897524455
5951028,4136808.9596817372,2585217.1939309603
5951031,4065519.17772276,2523333.5920095225
5951051,4075393.2319735982,2667962.2725713016
5951053,4099216.643531059,2676623.10635817
5955021,4469435.717832822,2490590.250149153
5955023,4417258.015605954,2579821.632631773
5955040,4401998.273532227,2772867.9078518874
5955042,4505615.760856144,2616283.592172882
5957022,4150686.1693604705,3134974.160409357
5959007,4509988.816109515,2961830.070912629
1101005,8415023.909078848,1616395.1903122223
1101035,8419548.096488103,1665880.3618641593
1101037,8402894.571292754,1652794.1215538934
1101043,8391374.515007518,1645598.8592489397
1101045,8404288.592023453,1630728.7722628796
1101052,8384396.742611477,1640679.78353056
1102002,8398542.3807226,1609661.895541868
1102010,8374642.392025468,1621130.1968812502
1102016,8387299.459433458,1624039.0606430448
1102017,8344296.745528291,1626530.261409595
1102018,8344310.099279823,1609354.9513330457
1102045,8337275.294208843,1634282.443469327
1102055,8358729.155602135,1626004.9096576304
1102064,8375992.311251112,1636127.7279074197
1102067,8363269.69879248,1631859.1029309607
1102068,8359393.262802691,1608114.6832893752
1102071,8329150.563583592,1625694.4260294163
1102072,8349627.689913909,1618128.6600464187
1102075,8364284.553280856,1623315.7331104588
1103002,8328369.605801554,1604381.3937043184
1103003,8326508.660915562,1609650.6820520023
1103004,8336545.606527585,1603891.40122568
1103007,8316304.005825701,1628220.0191957338
1103025,8311458.974264726,1613062.74897823
1103040,8304674.3304927945,1615401.388341381
1103043,8289625.429386784,1627702.170661769
1103061,8265194.78572255,1654511.1178157963
1103065,8266905.244945484,1627220.7479154922
1103067,8321881.37344993,1617733.0356534359
1301001,8217239.493562555,1438447.429062395
1302039,8104344.976045007,1392160.9504737696
1302042,8117463.7632761365,1389308.2601875728
1305015,8185078.357218235,1423858.0390511442
1308006,8202809.451159302,1562991.673095726
1308019,8202064.319453754,1606762.4535027384
1310031,8130469.9827989135,1499016.736480097
1312016,8008449.024288714,1544966.3107127286
1313002,8000025.205894098,1566458.8199752774
1313004,7975451.351008773,1589739.1473173324
1313022,7942746.251074432,1596715.224676415
1313031,7923648.194023085,1556635.8568647837
1314021,7974976.47010503,1631420.331156628
1315002,8174771.486428887,1681985.8206113302
2401023,8400556.833561594,1781583.823706836
2402005,8158657.561459244,1788592.042162293
2403005,8124269.217150259,1833026.5360829239
2405902,8091762.419728149,1759955.5641928364
2406055,8021335.111219071,1686030.1810514429
2406902,8033257.883014663,1722416.9042841587
2407030,7965003.532238212,1700846.117823519
2407090,7948264.91239993,1703723.2084786026
2407910,8011355.325758861,1748347.0232324216
2407914,7965800.761502108,1724568.8420425355
2408023,7973271.17498755,1762415.8318559984
2408073,7943652.118719328,1733637.8446122736
2408080,7927382.441048849,1726584.3729293866
2408902,8001799.233027471,1761134.4387301519
2409025,7913776.308104248,1690288.2635656248
2409035,7920149.552306749,1700277.1442601597
2409055,7921007.270857516,1712578.3653442007
2409902,7944767.457598962,1671767.5177223643
2409904,7951112.024488288,1686270.915405281
2411005,7872080.088815322,1610688.4957136977
2411010,7875697.331279329,1622421.2999110206
2411035,7861610.110868691,1620434.9125789693
2411050,7874553.835543481,1636615.8045381878
2411055,7866870.226353244,1643975.532838982
